Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
13-01-2025,08:07:27,BK713690,Success,C53611,Bike,Sarat Bose Road,Dumdum,294,45,null,null,No,null,833,Cash,25,3.9,4.1
26-01-2025,12:39:42,BK843089,Success,C59406,Prime Plus,Rajarhat,Park Street,126,135,null,null,No,null,327,UPI,39,4.7,3.7
02-01-2025,22:46:49,BK917472,Success,C16873,Prime Sedan,Naktala,Kasba,null,null,null,Customer was coughing/sick,null,null,401,null,0,null,null
14-01-2025,07:24:43,BK302068,Success,C82236,Mini,Bhawanipore,Lake Gardens,null,null,Driver asked to cancel,null,null,null,188,null,0,null,null
31-01-2025,14:33:11,BK936990,Success,C85594,Prime Plus,Golf Green,BBD Bagh,null,null,Change of plans,null,null,null,135,null,0,null,null
30-01-2025,03:04:38,BK206592,Failed,C22143,Auto,Lake Town,Tollygunge,231,30,null,null,No,null,187,UPI,5,4.2,4.1
30-01-2025,21:47:26,BK787431,Success,C45880,Mini,Barasat,Kalighat,308,65,null,null,No,null,105,Cash,15,3.4,3.5
29-01-2025,03:04:56,BK958315,Failed,C42336,Bike,Chowringhee,Dumdum,null,null,null,Personal & Car related issue,null,null,553,null,0,null,null
17-01-2025,16:31:19,BK497062,Success,C63832,eBike,Maniktala,Kankurgachi,null,null,null,More than permitted people in there,null,null,391,null,0,null,null
01-01-2025,19:21:31,BK955493,Failed,C49839,Prime Sedan,Moulali,BBD Bagh,112,55,null,null,No,null,881,UPI,22,4.2,3.5
12-01-2025,12:48:04,BK764393,Success,C45215,Mini,Kankurgachi,Sonarpur,null,null,null,Customer was coughing/sick,null,null,212,null,0,null,null
16-01-2025,23:57:14,BK347530,Failed,C80924,Mini,Behala,Maniktala,84,105,null,null,No,null,349,Cash,1,3,4.7
21-01-2025,23:28:58,BK799464,Success,C98535,eBike,Jora Bridge,Patuli,null,null,null,Personal & Car related issue,null,null,282,null,0,null,null
22-01-2025,06:41:30,BK835255,Success,C74998,Prime SUV,Gariahat,Naktala,null,null,null,null,null,null,850,null,0,null,null
28-01-2025,09:47:05,BK750873,Success,C82446,Prime Sedan,Lake Gardens,Hazra,null,null,null,null,null,null,444,null,0,null,null
19-01-2025,11:53:22,BK560124,Success,C34925,Prime Sedan,Dumdum,Garia,null,null,null,More than permitted people in there,null,null,318,null,0,null,null
14-01-2025,18:48:30,BK485824,Failed,C51270,Bike,Jadavpur,Lake Town,168,130,null,null,No,null,309,Cash,22,3.1,3
14-01-2025,13:12:11,BK538650,Failed,C56546,Prime Sedan,Behala,Shalimar,161,140,null,null,No,null,497,UPI,3,4.9,4.7
07-01-2025,00:20:10,BK922467,Success,C18120,Prime SUV,Maniktala,Kalighat,294,140,null,null,No,null,302,Cash,5,3.5,4.8
11-01-2025,22:05:43,BK131475,Success,C27138,Prime Sedan,Naktala,Kankurgachi,238,120,null,null,No,null,447,Cash,42,3.3,3.9
14-01-2025,06:10:39,BK940398,Failed,C50540,Prime Plus,Dharmatala,Shalimar,203,85,null,null,No,null,906,Cash,42,4,3.2
09-01-2025,01:46:52,BK562623,Failed,C85027,Mini,Golf Green,Sealdah,null,null,null,null,null,null,235,null,0,null,null
15-01-2025,19:20:54,BK934354,Success,C46075,Prime Sedan,Metiabruz,Sonarpur,105,60,null,null,Yes,Other Issue,1577,Cash,26,4.3,3
07-01-2025,14:55:15,BK786181,Failed,C79440,Auto,Moulali,Tollygunge,null,null,null,Personal & Car related issue,null,null,387,null,0,null,null
28-01-2025,14:42:45,BK517528,Failed,C68883,Bike,Rajarhat,Barasat,252,60,null,null,No,null,2891,Cash,17,3,3.9
05-01-2025,03:40:59,BK505275,Success,C22883,Prime Sedan,Ultadanga,Burrabazar,210,75,null,null,No,null,246,Cash,44,4.1,3.7
11-01-2025,23:47:21,BK569630,Success,C38399,Bike,Ultadanga,Kalighat,null,null,null,null,null,null,550,null,0,null,null
19-01-2025,20:54:29,BK839952,Failed,C19492,Mini,Lake Gardens,Metiabruz,210,45,null,null,No,null,361,Cash,25,3.1,3.8
28-01-2025,15:31:40,BK542291,Failed,C31114,Auto,Patuli,Sarat Bose Road,294,125,null,null,No,null,370,Cash,47,4.4,4.2
14-01-2025,03:57:20,BK652638,Success,C66928,Prime SUV,Behala,Metiabruz,null,null,null,null,null,null,189,null,0,null,null
30-01-2025,22:29:55,BK462228,Failed,C93085,Prime Sedan,Lake Town,Dharmatala,35,80,null,null,No,null,446,Cash,48,5,4.9
03-01-2025,12:45:00,BK702268,Success,C85824,Mini,Jora Bridge,Baguiati,null,null,null,Customer related issue,null,null,364,null,0,null,null
18-01-2025,07:20:47,BK594860,Failed,C59055,Mini,Sonarpur,Sinthi,null,null,null,Customer was coughing/sick,null,null,487,null,0,null,null
19-01-2025,11:52:35,BK618769,Success,C14576,Auto,Naktala,Lake Town,175,35,null,null,No,null,114,Cash,27,4.9,3.6
06-01-2025,07:06:10,BK735800,Failed,C26957,Prime Sedan,Shyambazar,Salt Lake,98,70,null,null,No,null,440,UPI,38,3.9,3.3
27-01-2025,22:47:35,BK899890,Failed,C51356,Bike,Lake Gardens,Ballygunge,133,125,null,null,No,null,520,Cash,23,4.9,4.6
26-01-2025,21:10:50,BK177955,Failed,C53958,Mini,Baguiati,Dunlop,null,null,null,More than permitted people in there,null,null,619,null,0,null,null
10-01-2025,15:18:31,BK729874,Failed,C79222,Mini,Patuli,Esplanade,168,85,null,null,No,null,261,Cash,27,4.7,3.3
06-01-2025,22:04:47,BK608173,Failed,C90300,Mini,Naktala,Burrabazar,98,45,null,null,No,null,246,Cash,17,4.2,4.4
24-01-2025,19:30:17,BK486788,Failed,C36184,Prime SUV,Dumdum,Bowbazar,91,45,null,null,No,null,290,UPI,18,4.6,4.5
25-01-2025,06:22:07,BK959069,Failed,C89983,eBike,Sarat Bose Road,Chowringhee,119,75,null,null,No,null,486,UPI,28,3.4,4
14-01-2025,00:43:32,BK524578,Success,C70006,eBike,New Town,BBD Bagh,196,40,null,null,No,null,904,Cash,49,3.5,4.2
03-01-2025,23:34:49,BK773871,Success,C61034,Auto,Kidderpore,Baguiati,null,null,null,null,null,null,1576,null,0,null,null
05-01-2025,08:48:49,BK714993,Failed,C10959,Mini,Golf Green,Esplanade,null,null,null,Personal & Car related issue,null,null,192,null,0,null,null
12-01-2025,10:16:39,BK568035,Failed,C57719,Bike,Sinthi,Gariahat,203,30,null,null,No,null,2418,UPI,14,3.1,3.2
29-01-2025,03:28:37,BK661760,Success,C90285,Auto,Garia,Madhyamgram,null,null,null,Customer related issue,null,null,198,null,0,null,null
18-01-2025,06:43:17,BK207434,Failed,C26243,eBike,Entally,Metiabruz,189,25,null,null,No,null,505,Cash,33,4.9,3.2
25-01-2025,04:00:28,BK781533,Success,C41384,Prime SUV,Jadavpur,Entally,null,null,null,null,null,null,186,null,0,null,null
12-01-2025,06:24:04,BK132222,Success,C77919,Mini,Jora Bridge,Salt Lake,null,null,null,More than permitted people in there,null,null,133,null,0,null,null
20-01-2025,06:17:40,BK877198,Success,C35899,Prime SUV,Jadavpur,Kankurgachi,189,130,null,null,No,null,502,UPI,1,3.1,3.6
08-01-2025,10:18:17,BK636084,Success,C49269,Prime Plus,Barasat,Kankurgachi,null,null,null,Customer was coughing/sick,null,null,357,null,0,null,null
19-01-2025,12:30:35,BK689641,Success,C27022,Prime SUV,Ballygunge,Belgachia,null,null,null,null,null,null,518,null,0,null,null
04-01-2025,05:00:31,BK143483,Success,C69555,Bike,Bowbazar,Jadavpur,238,100,null,null,No,null,307,UPI,38,4.2,3
19-01-2025,00:30:32,BK678708,Success,C75056,Mini,Hazra,Baguiati,168,40,null,null,No,null,832,UPI,26,3.2,3.8
04-01-2025,01:47:38,BK839347,Failed,C24780,Mini,Naktala,Golf Green,null,null,null,null,null,null,155,null,0,null,null
14-01-2025,22:54:58,BK372839,Success,C61043,Prime SUV,Belgachia,Kidderpore,null,null,null,Personal & Car related issue,null,null,390,null,0,null,null
21-01-2025,13:34:28,BK865135,Success,C32885,eBike,Naktala,Belgachia,126,75,null,null,No,null,157,UPI,16,3.3,3.4
18-01-2025,10:32:33,BK359948,Success,C70863,Mini,Sonarpur,Jadavpur,189,110,null,null,No,null,366,UPI,12,4.5,4.4
10-01-2025,04:05:33,BK109046,Success,C46495,Prime SUV,Bowbazar,Entally,35,125,null,null,No,null,667,UPI,9,3.4,3.5
22-01-2025,08:34:03,BK185015,Success,C96530,eBike,Kalighat,Dumdum,null,null,Change of plans,null,null,null,155,null,0,null,null
18-01-2025,07:08:21,BK550593,Success,C59883,Mini,Sealdah,Chowringhee,null,null,null,Customer related issue,null,null,136,null,0,null,null
02-01-2025,07:07:11,BK457215,Success,C34352,Bike,Kankurgachi,Sinthi,294,45,null,null,No,null,327,Cash,16,3.2,3.2
15-01-2025,06:18:32,BK370104,Failed,C94342,Prime Sedan,Salt Lake,Bhawanipore,42,115,null,null,No,null,179,UPI,36,4.1,4.3
04-01-2025,17:51:43,BK149365,Failed,C18509,eBike,Gariahat,Entally,null,null,null,Customer related issue,null,null,211,null,0,null,null
21-01-2025,23:36:25,BK797782,Success,C19949,Bike,Sealdah,Kidderpore,112,40,null,null,No,null,149,Credit Card,15,4.9,4.2
19-01-2025,02:05:10,BK687801,Success,C64917,Bike,Garden Reach,Moulali,null,null,Wrong Address,null,null,null,963,null,0,null,null
13-01-2025,00:14:09,BK249844,Success,C38002,Prime SUV,Entally,Howrah,168,70,null,null,No,null,399,Cash,30,3,4.4
14-01-2025,20:26:38,BK874172,Success,C40293,Mini,Golf Green,Burrabazar,77,30,null,null,No,null,2377,Cash,3,3.1,4.4
02-01-2025,12:56:11,BK820769,Success,C37840,Bike,Park Street,New Town,259,75,null,null,No,null,332,UPI,4,4.3,3.9
30-01-2025,18:48:47,BK899853,Success,C95051,Prime SUV,New Town,Sarat Bose Road,273,60,null,null,No,null,669,Cash,34,4.9,4.6
21-01-2025,22:42:33,BK288728,Success,C70446,Auto,Shyambazar,New Town,147,110,null,null,No,null,371,UPI,35,3.9,3.2
08-01-2025,13:06:14,BK251127,Failed,C31637,Prime SUV,Park Street,Hazra,70,65,null,null,No,null,234,UPI,13,3.7,3.4
15-01-2025,17:38:11,BK869077,Success,C25242,Prime Sedan,Dumdum,College Street,56,75,null,null,Yes,Other Issue,2347,Cash,37,3.2,3.1
29-01-2025,21:30:40,BK137654,Success,C16435,Bike,Hazra,Dharmatala,null,null,null,Personal & Car related issue,null,null,2594,null,0,null,null
17-01-2025,07:43:36,BK259895,Success,C15829,Prime Plus,Garia,BBD Bagh,null,null,null,Customer related issue,null,null,195,null,0,null,null
28-01-2025,16:36:48,BK268429,Success,C27725,Bike,Chowringhee,Kankurgachi,252,50,null,null,No,null,771,Cash,19,4.1,4.6
27-01-2025,20:18:56,BK839363,Success,C81820,Bike,Shalimar,Salt Lake,126,105,null,null,No,null,460,Cash,34,3.8,4.5
26-01-2025,08:55:37,BK689209,Success,C63060,eBike,Naktala,Kidderpore,168,100,null,null,No,null,160,Cash,32,4.9,5
12-01-2025,22:06:14,BK687814,Failed,C35121,Mini,Madhyamgram,Shyambazar,126,80,null,null,No,null,345,Cash,20,4.7,3.2
06-01-2025,03:14:03,BK264035,Failed,C82009,Auto,Rajarhat,Garia,196,110,null,null,No,null,144,Cash,10,4.5,4
26-01-2025,22:45:25,BK720102,Failed,C27220,Auto,Barasat,Behala,119,80,null,null,No,null,169,UPI,5,3.8,3.5
27-01-2025,23:57:47,BK390314,Failed,C40522,Prime Plus,Dharmatala,Tollygunge,175,115,null,null,No,null,414,UPI,9,3.9,5
29-01-2025,18:51:58,BK430027,Failed,C42020,Mini,Patuli,Golf Green,null,null,null,null,null,null,101,null,0,null,null
02-01-2025,22:13:22,BK368091,Failed,C78219,Mini,Park Street,Garia,140,60,null,null,No,null,127,Cash,39,3.4,3.7
30-01-2025,09:06:32,BK222047,Success,C99011,Mini,Shyambazar,Sarat Bose Road,63,35,null,null,No,null,137,UPI,40,4.4,3.3
23-01-2025,18:17:03,BK650659,Success,C11295,Prime Sedan,Madhyamgram,Park Street,168,145,null,null,No,null,764,Cash,32,4.5,3.6
08-01-2025,21:30:16,BK303505,Success,C55320,Bike,Entally,Golf Green,294,55,null,null,No,null,1687,UPI,26,3.5,3
22-01-2025,00:29:10,BK601105,Success,C92383,eBike,Alipore,Sealdah,56,50,null,null,No,null,124,Cash,20,4.1,4.3
26-01-2025,05:59:29,BK771987,Failed,C82899,Auto,Sealdah,BBD Bagh,56,55,null,null,No,null,270,UPI,9,3.4,3.8
17-01-2025,19:22:55,BK573596,Failed,C30002,Prime Sedan,Maniktala,Madhyamgram,null,null,null,Personal & Car related issue,null,null,1363,null,0,null,null
26-01-2025,01:45:49,BK494545,Success,C14506,Auto,Bowbazar,Ultadanga,null,null,Wrong Address,null,null,null,215,null,0,null,null
06-01-2025,17:21:43,BK339986,Success,C45455,Bike,Moulali,Madhyamgram,161,95,null,null,No,null,741,Cash,34,4.3,4.8
28-01-2025,13:23:19,BK147657,Success,C44006,Bike,Shyambazar,Dunlop,null,null,null,null,null,null,367,null,0,null,null
02-01-2025,08:46:34,BK602914,Success,C16475,Mini,Behala,Belgachia,56,75,null,null,Yes,Other Issue,240,Cash,36,3.3,3.8
17-01-2025,21:50:38,BK427689,Success,C80531,eBike,Sonarpur,Belgachia,null,null,null,null,null,null,1417,null,0,null,null
09-01-2025,02:05:07,BK307541,Failed,C71443,Prime Sedan,Garia,Garden Reach,231,140,null,null,No,null,379,Cash,18,4.6,4
18-01-2025,02:20:08,BK197301,Failed,C81076,Mini,Ultadanga,Patuli,null,null,null,Customer was coughing/sick,null,null,326,null,0,null,null
26-01-2025,02:38:47,BK457159,Success,C12795,eBike,Lake Gardens,BBD Bagh,42,70,null,null,No,null,368,Cash,16,3.8,4.8
18-01-2025,10:50:30,BK841168,Success,C48699,eBike,Gariahat,New Town,210,65,null,null,No,null,1414,UPI,43,4.2,4.3
10-01-2025,21:57:12,BK448948,Success,C77844,Prime Sedan,Kidderpore,Lake Gardens,null,null,null,null,null,null,354,null,0,null,null
18-01-2025,01:46:49,BK203170,Failed,C70409,Prime SUV,Esplanade,Jora Bridge,294,50,null,null,No,null,138,UPI,14,3.9,4
13-01-2025,01:01:48,BK291316,Success,C73216,Auto,Behala,New Town,294,80,null,null,No,null,122,Credit Card,49,3.9,4.1
04-01-2025,19:38:28,BK660225,Failed,C59311,eBike,Belgachia,Ultadanga,null,null,null,null,null,null,363,null,0,null,null
27-01-2025,22:23:08,BK211058,Success,C77220,Prime SUV,Garia,Gariahat,null,null,Driver is not moving towards pickup location,null,null,null,742,null,0,null,null
25-01-2025,12:02:50,BK522444,Success,C64039,Bike,Howrah,Baguiati,null,null,null,null,null,null,130,null,0,null,null
12-01-2025,23:32:09,BK220716,Failed,C46162,Auto,Shalimar,Sinthi,null,null,Wrong Address,null,null,null,989,null,0,null,null
04-01-2025,23:34:43,BK304330,Success,C97357,Mini,Naktala,Shalimar,147,125,null,null,No,null,979,Cash,37,4.4,4.8
02-01-2025,03:37:58,BK815014,Failed,C57458,Prime Plus,Shyambazar,Howrah,35,55,null,null,No,null,571,Cash,33,4.6,4.2
19-01-2025,22:56:42,BK185085,Failed,C86852,Auto,Kankurgachi,Dharmatala,140,80,null,null,No,null,257,UPI,14,4.1,4.4
31-01-2025,00:19:51,BK158707,Success,C64645,Auto,Kalighat,Golf Green,null,null,null,Customer related issue,null,null,348,null,0,null,null
25-01-2025,16:17:39,BK171887,Failed,C70328,eBike,Behala,Jadavpur,196,135,null,null,No,null,211,Cash,47,4.5,3.7
15-01-2025,09:12:29,BK558327,Success,C47298,Prime SUV,Kankurgachi,Shalimar,null,null,Wrong Address,null,null,null,780,null,0,null,null
30-01-2025,01:08:55,BK942140,Success,C84137,Auto,Sinthi,Dharmatala,119,25,null,null,No,null,496,Debit Card,1,3.3,3.8
11-01-2025,01:32:17,BK353256,Success,C63410,eBike,Kasba,Shyambazar,null,null,null,null,null,null,731,null,0,null,null
24-01-2025,06:59:30,BK214592,Success,C58582,Prime SUV,Kidderpore,Garden Reach,210,30,null,null,No,null,302,Cash,13,4,3.6
12-01-2025,12:34:55,BK922533,Success,C64340,Prime Sedan,Golf Green,Madhyamgram,266,25,null,null,No,null,297,Cash,3,4,4.2
29-01-2025,10:58:12,BK139154,Success,C16629,Prime Plus,Dharmatala,Sonarpur,252,125,null,null,No,null,407,UPI,40,4.1,4.2
01-01-2025,14:46:04,BK759790,Failed,C60908,Prime SUV,Belgachia,Behala,77,125,null,null,No,null,921,Cash,17,3.6,4.9
25-01-2025,06:50:53,BK547924,Failed,C29667,Bike,College Street,Howrah,null,null,null,Personal & Car related issue,null,null,1872,null,0,null,null
15-01-2025,04:44:34,BK602718,Success,C58025,eBike,Bhawanipore,Naktala,273,35,null,null,No,null,264,UPI,19,3.6,4.5
01-01-2025,18:51:04,BK904406,Success,C96601,Bike,Golf Green,Dumdum,182,100,null,null,No,null,542,Cash,21,3.4,5
31-01-2025,14:59:22,BK718019,Failed,C42138,Prime Sedan,Baguiati,Garden Reach,null,null,Change of plans,null,null,null,599,null,0,null,null
31-01-2025,21:29:28,BK885426,Success,C63319,Prime Sedan,Bowbazar,New Town,224,95,null,null,No,null,278,Credit Card,1,3.5,4.4
26-01-2025,20:51:12,BK568924,Success,C67487,Mini,Dunlop,Lake Town,null,null,null,More than permitted people in there,null,null,959,null,0,null,null
17-01-2025,17:36:14,BK344390,Failed,C25760,Auto,Sealdah,Dumdum,224,95,null,null,No,null,315,Cash,17,4.5,4.7
03-01-2025,17:12:54,BK121795,Success,C90666,Prime SUV,Metiabruz,Ultadanga,null,null,null,null,null,null,869,null,0,null,null
13-01-2025,06:31:16,BK319372,Success,C26940,Prime Sedan,Rajarhat,Kidderpore,112,105,null,null,No,null,655,UPI,43,4.9,3.6
01-01-2025,18:36:24,BK805060,Failed,C32530,eBike,Sealdah,Madhyamgram,null,null,null,null,null,null,112,null,0,null,null
23-01-2025,11:04:21,BK608338,Failed,C81614,Auto,Howrah,Patuli,null,null,Driver asked to cancel,null,null,null,116,null,0,null,null
04-01-2025,03:01:01,BK269153,Success,C65365,eBike,Howrah,Golf Green,280,100,null,null,No,null,392,Cash,48,4.5,4
06-01-2025,02:31:19,BK994961,Success,C94639,Prime SUV,Maniktala,Sinthi,null,null,null,null,null,null,116,null,0,null,null
12-01-2025,16:21:57,BK448195,Failed,C46746,Prime SUV,Garden Reach,Moulali,245,80,null,null,No,null,170,Cash,9,3.7,3.6
13-01-2025,14:28:21,BK370390,Failed,C46785,Mini,Sonarpur,Tollygunge,35,120,null,null,No,null,340,UPI,36,4.2,4.6
05-01-2025,10:51:22,BK243846,Success,C86409,eBike,Burrabazar,Lake Town,null,null,Driver is not moving towards pickup location,null,null,null,252,null,0,null,null
10-01-2025,00:16:37,BK474848,Success,C28775,Prime Plus,Patuli,Kankurgachi,null,null,null,Customer related issue,null,null,319,null,0,null,null
10-01-2025,19:33:41,BK427574,Failed,C92497,Bike,Dharmatala,Entally,280,80,null,null,No,null,931,UPI,14,4.8,4.9
08-01-2025,09:53:29,BK906982,Success,C65854,Prime Plus,Entally,Gariahat,77,60,null,null,No,null,229,Cash,31,3.3,3.8
15-01-2025,05:47:09,BK209456,Failed,C95113,Auto,Hazra,Tollygunge,133,120,null,null,No,null,199,UPI,46,4.3,4.2
04-01-2025,05:40:19,BK236685,Failed,C95110,Auto,Shyambazar,College Street,null,null,AC is Not working,null,null,null,106,null,0,null,null
11-01-2025,21:07:23,BK543857,Success,C49781,Prime Sedan,Dunlop,Lake Gardens,null,null,null,null,null,null,331,null,0,null,null
15-01-2025,21:24:31,BK604483,Failed,C37795,Auto,Dharmatala,Bhawanipore,null,null,null,More than permitted people in there,null,null,2971,null,0,null,null
02-01-2025,22:57:18,BK817575,Success,C62315,Prime Sedan,Rajarhat,Bowbazar,196,120,null,null,No,null,496,UPI,12,3.2,4.5
27-01-2025,11:29:22,BK889672,Failed,C54244,Auto,Dumdum,Jadavpur,null,null,null,null,null,null,223,null,0,null,null
27-01-2025,06:21:29,BK992766,Failed,C89955,Prime Plus,Rashbehari,Kasba,231,110,null,null,No,null,675,Cash,40,4.3,3
23-01-2025,08:31:37,BK204398,Failed,C66237,eBike,Dumdum,Entally,null,null,null,Personal & Car related issue,null,null,1004,null,0,null,null
13-01-2025,04:06:39,BK611796,Success,C52749,Prime Plus,Madhyamgram,Shalimar,null,null,null,null,null,null,142,null,0,null,null
20-01-2025,09:25:14,BK230488,Failed,C62038,Prime Plus,New Town,Entally,266,90,null,null,No,null,428,Cash,15,4.6,3.4
24-01-2025,07:03:32,BK118600,Failed,C79448,Prime SUV,Madhyamgram,Rashbehari,266,35,null,null,No,null,803,Debit Card,33,4.7,4.5
23-01-2025,05:40:12,BK347001,Failed,C85075,eBike,Hazra,Barasat,42,100,null,null,No,null,231,Credit Card,23,3.9,4.4
20-01-2025,15:09:58,BK544448,Failed,C64504,Prime SUV,Belgachia,Ballygunge,null,null,null,Personal & Car related issue,null,null,416,null,0,null,null
25-01-2025,21:49:25,BK687542,Failed,C95256,Auto,Jora Bridge,BBD Bagh,259,70,null,null,No,null,140,UPI,47,5,3.1
12-01-2025,06:00:16,BK395960,Failed,C57558,Prime SUV,College Street,Garden Reach,56,30,null,null,No,null,467,UPI,5,3.6,3.5
31-01-2025,21:11:30,BK529800,Success,C21974,Prime Plus,Park Street,Howrah,112,125,null,null,No,null,813,UPI,30,4.8,3.9
19-01-2025,21:41:03,BK885482,Success,C48980,Prime Sedan,Salt Lake,Sinthi,null,null,Driver asked to cancel,null,null,null,453,null,0,null,null
11-01-2025,19:47:37,BK358143,Failed,C88980,Mini,Kalighat,Sealdah,63,30,null,null,Yes,Vehicle Breakdown,341,Cash,5,4.1,3.5
04-01-2025,15:05:25,BK845520,Success,C12439,Bike,Esplanade,Metiabruz,42,125,null,null,No,null,417,Cash,26,3.2,3.6
21-01-2025,01:09:55,BK543485,Success,C86934,eBike,Chowringhee,Baguiati,189,90,null,null,No,null,165,Cash,19,3.1,3.4
02-01-2025,05:12:17,BK653020,Success,C95788,Prime Plus,Bhawanipore,Howrah,null,null,Wrong Address,null,null,null,493,null,0,null,null
24-01-2025,01:54:43,BK579298,Success,C40324,eBike,Lake Town,Rashbehari,91,80,null,null,No,null,254,Cash,6,4.9,3.1
08-01-2025,06:30:48,BK986403,Success,C59885,Mini,Dharmatala,Behala,308,120,null,null,No,null,488,UPI,48,3.2,4
19-01-2025,15:28:08,BK225278,Failed,C99408,Prime Plus,Chowringhee,Metiabruz,203,130,null,null,No,null,183,Cash,40,4,3.4
20-01-2025,06:32:52,BK716463,Failed,C75418,Prime Plus,Howrah,Moulali,null,null,null,null,null,null,189,null,0,null,null
13-01-2025,06:13:21,BK444012,Success,C87365,Auto,Lake Gardens,Tollygunge,119,125,null,null,No,null,457,UPI,39,3.6,4.1
30-01-2025,18:34:35,BK174151,Success,C33599,Mini,Howrah,Dunlop,77,45,null,null,No,null,296,Cash,1,3.9,4.8
28-01-2025,08:51:38,BK125354,Success,C80483,Prime Sedan,Shyambazar,Gariahat,105,65,null,null,No,null,482,Cash,14,3.9,4
30-01-2025,03:31:13,BK980352,Success,C94382,Bike,Hazra,Dumdum,196,115,null,null,No,null,492,UPI,19,4.5,4.5
04-01-2025,17:52:35,BK316596,Success,C64297,Prime Plus,Sonarpur,Bhawanipore,238,145,null,null,No,null,453,Cash,21,3.1,4.4
03-01-2025,14:42:35,BK972647,Success,C61456,Prime Sedan,Ballygunge,Sealdah,null,null,Driver asked to cancel,null,null,null,102,null,0,null,null
09-01-2025,15:43:37,BK224436,Success,C19026,Prime Plus,Howrah,New Town,null,null,Change of plans,null,null,null,414,null,0,null,null
24-01-2025,13:20:43,BK533080,Success,C85746,Prime Plus,Kankurgachi,Belgachia,null,null,null,null,null,null,661,null,0,null,null
05-01-2025,08:15:44,BK603341,Failed,C91605,Prime Sedan,Sinthi,Rajarhat,null,null,null,Customer related issue,null,null,125,null,0,null,null
14-01-2025,08:57:59,BK643785,Failed,C85185,Prime Sedan,Kidderpore,Dharmatala,252,45,null,null,No,null,729,Cash,20,3.9,3.8
31-01-2025,11:13:51,BK728289,Success,C28533,Bike,Belgachia,Patuli,null,null,null,More than permitted people in there,null,null,183,null,0,null,null
01-01-2025,03:21:39,BK496785,Success,C72429,eBike,Dunlop,Park Street,null,null,null,Personal & Car related issue,null,null,484,null,0,null,null
26-01-2025,09:44:04,BK403256,Failed,C19325,Prime SUV,Kankurgachi,Lake Town,63,70,null,null,No,null,961,Cash,26,3.3,3.5
17-01-2025,14:02:02,BK846617,Failed,C82462,Prime Sedan,Behala,Sonarpur,182,120,null,null,Yes,Customer Demand,936,Cash,34,4.6,4.4
23-01-2025,06:38:56,BK648460,Success,C84160,Mini,Belgachia,Alipore,252,75,null,null,No,null,147,UPI,33,3.5,4.6
26-01-2025,19:44:09,BK309191,Success,C23193,Prime SUV,Kankurgachi,Behala,273,105,null,null,No,null,829,Cash,9,4.2,4.7
20-01-2025,03:22:09,BK795827,Success,C97620,eBike,Dumdum,Alipore,null,null,null,null,null,null,176,null,0,null,null
11-01-2025,12:07:43,BK594397,Success,C49388,Auto,Rajarhat,Garia,null,null,null,More than permitted people in there,null,null,747,null,0,null,null
04-01-2025,22:56:41,BK364646,Failed,C27305,Prime Sedan,Shyambazar,Howrah,238,75,null,null,No,null,147,UPI,35,3.1,3.5
19-01-2025,07:32:46,BK586796,Failed,C25787,Auto,Hazra,Moulali,null,null,Wrong Address,null,null,null,103,null,0,null,null
18-01-2025,05:42:21,BK978237,Success,C10972,Bike,Baguiati,Gariahat,42,110,null,null,No,null,284,Cash,21,4.8,3.4
27-01-2025,04:38:18,BK173800,Failed,C59216,eBike,Garden Reach,New Town,147,75,null,null,No,null,130,Cash,12,3.6,3.9
11-01-2025,01:06:39,BK613149,Success,C80385,eBike,Belgachia,Kankurgachi,245,50,null,null,No,null,459,Cash,18,3.5,4.7
09-01-2025,15:30:05,BK917949,Success,C46277,Bike,New Town,Bowbazar,null,null,null,Customer was coughing/sick,null,null,437,null,0,null,null
09-01-2025,07:07:33,BK799906,Success,C85207,Auto,Moulali,Ultadanga,98,25,null,null,No,null,915,Cash,12,3.2,4.7
06-01-2025,01:07:44,BK428144,Success,C13897,Prime SUV,Naktala,Madhyamgram,266,145,null,null,No,null,201,UPI,3,4.7,3
25-01-2025,09:52:07,BK993875,Success,C41497,Prime SUV,Kalighat,Garia,null,null,null,Personal & Car related issue,null,null,1370,null,0,null,null
17-01-2025,19:27:46,BK607716,Success,C57617,Mini,Sinthi,Sarat Bose Road,70,120,null,null,No,null,344,Cash,9,4.5,3.5
06-01-2025,08:09:31,BK439238,Success,C41287,Prime Sedan,Salt Lake,Esplanade,null,null,null,Customer related issue,null,null,312,null,0,null,null
04-01-2025,10:25:55,BK630462,Success,C67792,Prime SUV,BBD Bagh,Rajarhat,287,95,null,null,No,null,437,Cash,9,4.2,3.2
14-01-2025,11:29:56,BK217424,Failed,C12447,Auto,Belgachia,Bowbazar,null,null,null,Customer related issue,null,null,182,null,0,null,null
25-01-2025,20:38:51,BK138930,Success,C65918,Auto,Lake Town,Kasba,null,null,AC is Not working,null,null,null,501,null,0,null,null
20-01-2025,10:27:19,BK189119,Failed,C76881,Bike,Kidderpore,Baguiati,91,110,null,null,No,null,978,Cash,17,3.9,3.6
